 TIME                    	Twb                      	Tcw                      	Tchw                     	Twind                    	Td                       	Gcw                      	Gchw                     	Qfuhe                    	PUE                      	
 8099.50    -0.16    19.10    19.75    28.13    10.91     1.00     0.30    81.48     1.24
 8099.67     0.03    19.18    19.83    28.19    10.87     1.00     0.30    81.30     1.24
 8099.83     0.22    19.25    19.90    28.24    10.85     1.00     0.30    81.14     1.24
 8100.00     0.40    19.32    19.97    28.30    10.83     1.00     0.30    81.00     1.25
 8100.17     0.56    19.39    20.04    28.36    10.82     1.00     0.30    80.88     1.25
 8100.33     0.70    19.46    20.11    28.41    10.80     1.00     0.30    80.77     1.25
 8100.50     0.82    19.52    20.17    28.47    10.79     1.00     0.30    80.68     1.25
 8100.67     0.94    19.59    20.23    28.52    10.78     1.00     0.30    80.59     1.25
 8100.83     1.06    19.64    20.29    28.57    10.77     1.00     0.30    80.52     1.25
 8101.00     1.16    19.70    20.39    28.56    10.79     1.00     0.31    80.46     1.25
 8101.17     1.24    19.75    20.42    28.61    10.76     1.00     0.31    80.41     1.25
 8101.33     1.29    19.80    20.53    28.56    10.79     1.00     0.32    80.36     1.25
 8101.50     1.32    19.83    20.54    28.62    10.75     1.00     0.32    80.32     1.25
 8101.67     1.34    19.86    20.64    28.56    10.81     1.00     0.34    80.28     1.25
 8101.83     1.34    19.89    20.62    28.61    10.74     1.00     0.32    80.25     1.25
 8102.00     1.34    19.90    20.73    28.54    10.81     1.00     0.35    80.22     1.25
 8102.17     1.37    19.92    20.68    28.60    10.75     1.00     0.33    80.20     1.25
 8102.33     1.44    19.94    20.79    28.52    10.80     1.00     0.36    80.18     1.25
 8102.50     1.49    19.96    20.78    28.55    10.76     1.00     0.35    80.16     1.25
 8102.67     1.52    19.97    20.86    28.51    10.77     1.00     0.37    80.15     1.25
 8102.83     1.53    19.99    20.87    28.50    10.76     1.00     0.37    80.13     1.25
 8103.00     1.52    20.00    20.91    28.46    10.76     1.00     0.37    80.12     1.25
 8103.17     1.50    20.00    20.94    28.43    10.76     1.00     0.38    80.11     1.25
 8103.33     1.48    20.00    20.95    28.41    10.76     1.00     0.39    80.10     1.25
 8103.50     1.43    19.99    20.97    28.39    10.76     1.00     0.39    80.09     1.25
 8103.67     1.37    19.98    20.98    28.36    10.76     1.00     0.40    80.09     1.25
 8103.83     1.29    19.96    20.97    28.33    10.77     1.00     0.40    80.08     1.25
 8104.00     1.19    19.94    20.96    28.29    10.77     1.00     0.41    80.07     1.25
 8104.17     1.07    19.90    20.94    28.25    10.77     1.00     0.41    80.07     1.25
 8104.33     0.91    19.86    20.90    28.21    10.78     1.00     0.41    80.07     1.26
 8104.50     0.71    19.80    20.84    28.16    10.78     1.00     0.41    80.06     1.26
 8104.67     0.52    19.74    20.77    28.10    10.78     1.00     0.41    80.06     1.25
 8104.83     0.34    19.67    20.68    28.05    10.78     1.00     0.40    80.06     1.25
 8105.00     0.20    19.60    20.58    27.99    10.77     1.00     0.40    80.06     1.25
 8105.17     0.14    19.54    20.50    27.95    10.77     1.00     0.39    80.05     1.25
 8105.33     0.09    19.49    20.43    27.91    10.76     1.00     0.38    80.05     1.25
 8105.50     0.04    19.44    20.37    27.88    10.76     1.00     0.38    80.05     1.25
 8105.67     0.00    19.41    20.33    27.85    10.75     1.00     0.38    80.05     1.25
 8105.83    -0.04    19.39    20.31    27.83    10.75     1.00     0.38    80.05     1.25
 8106.00    -0.08    19.39    20.32    27.81    10.75     1.00     0.38    80.05     1.25
 8106.17    -0.15    19.38    20.33    27.78    10.76     1.00     0.39    80.05     1.25
 8106.33    -0.22    19.36    20.33    27.75    10.76     1.00     0.39    80.05     1.25
 8106.50    -0.30    19.34    20.33    27.71    10.77     1.00     0.40    80.05     1.25
 8106.67    -0.37    19.31    20.32    27.67    10.77     1.00     0.40    80.05     1.25
 8106.83    -0.45    19.28    20.31    27.63    10.78     1.00     0.41    80.05     1.25
 8107.00    -0.52    19.25    20.29    27.58    10.78     1.00     0.42    80.06     1.26
 8107.17    -0.59    19.21    20.28    27.54    10.78     1.00     0.42    80.06     1.26
 8107.33    -0.69    19.18    20.26    27.49    10.79     1.00     0.43    80.06     1.26
 8107.50    -0.78    19.14    20.24    27.44    10.79     1.00     0.43    80.06     1.26
 8107.67    -0.87    19.11    20.22    27.39    10.79     1.00     0.44    80.07     1.26
 8107.83    -0.97    19.07    20.20    27.33    10.79     1.00     0.44    80.07     1.26
 8108.00    -1.06    19.03    20.18    27.28    10.80     1.00     0.45    80.07     1.26
 8108.17    -1.16    18.99    20.15    27.23    10.80     1.00     0.46    80.08     1.26
 8108.33    -1.27    18.95    20.13    27.17    10.80     1.00     0.46    80.09     1.26
 8108.50    -1.37    18.90    20.09    27.08    10.79     1.00     0.47    80.09     1.26
 8108.67    -1.48    18.86    20.06    27.02    10.78     1.00     0.48    80.10     1.26
 8108.83    -1.58    18.81    20.03    26.97    10.78     1.00     0.48    80.11     1.26
 8109.00    -1.69    18.77    20.00    26.91    10.78     1.00     0.49    80.12     1.26
 8109.17    -1.77    18.73    19.98    26.85    10.78     1.00     0.50    80.13     1.26
 8109.33    -1.82    18.69    19.96    26.80    10.80     1.00     0.50    80.15     1.26
 8109.50    -1.88    18.65    19.94    26.75    10.80     1.00     0.51    80.16     1.26
 8109.67    -1.93    18.62    19.94    26.71    10.80     1.00     0.52    80.18     1.26
 8109.83    -1.99    18.59    19.94    26.69    10.81     1.00     0.54    80.20     1.26
 8110.00    -2.04    18.56    19.95    26.65    10.82     1.00     0.55    80.22     1.26
 8110.17    -2.13    18.52    19.96    26.60    10.83     1.00     0.57    80.25     1.26
 8110.33    -2.25    18.49    19.96    26.55    10.84     1.00     0.59    80.28     1.27
 8110.50    -2.38    18.44    19.96    26.50    10.85     1.00     0.62    80.32     1.27
 8110.67    -2.52    18.40    19.95    26.44    10.86     1.00     0.64    80.36     1.27
 8110.83    -2.65    18.35    19.94    26.39    10.87     1.00     0.66    80.41     1.27
 8111.00    -2.99    18.28    19.92    26.29    10.87     1.00     0.69    80.46     1.27
 8111.17    -3.09    18.22    19.89    26.22    10.87     1.00     0.71    80.52     1.27
 8111.33    -3.15    18.16    19.86    26.15    10.87     1.00     0.73    80.59     1.27
 8111.50    -3.20    18.11    19.85    26.10    10.88     1.00     0.75    80.68     1.27
 8111.67    -3.26    18.07    19.85    26.05    10.88     1.00     0.78    80.77     1.28
 8111.83    -3.31    18.03    19.86    26.02    10.89     1.00     0.82    80.88     1.28
 8112.00    -3.34    18.00    19.87    25.98    10.91     1.00     0.85    81.00     1.28
 8112.17    -3.38    17.97    19.89    25.96    10.92     1.00     0.90    81.14     1.28
 8112.33    -3.42    17.95    19.92    25.94    10.94     1.00     0.94    81.30     1.28
 8112.50    -3.46    17.92    19.96    25.93    10.96     1.00     1.00    81.48     1.29
 8112.67    -3.51    17.90    19.94    25.92    10.98     1.00     1.00    81.68     1.29
 8112.83    -3.55    17.88    19.92    25.92    11.01     1.00     1.00    81.91     1.29
 8113.00    -3.59    17.86    19.90    25.92    11.03     1.00     1.00    82.17     1.28
 8113.17    -3.65    17.84    19.89    25.92    11.07     1.00     1.00    82.46     1.28
 8113.33    -3.71    17.82    19.88    25.92    11.10     1.00     1.00    82.78     1.28
 8113.50    -3.77    17.80    19.86    25.93    11.15     1.00     1.00    83.14     1.28
 8113.67    -3.84    17.77    19.85    25.93    11.19     1.00     1.00    83.54     1.28
 8113.83    -3.90    17.75    19.83    25.94    11.24     1.00     1.00    83.98     1.28
 8114.00    -3.97    17.73    19.82    25.96    11.30     1.00     1.00    84.47     1.28
 8114.17    -4.00    17.70    19.81    25.98    11.36     1.00     1.00    85.00     1.27
 8114.33    -3.99    17.69    19.80    26.00    11.42     1.00     1.00    85.57     1.27
 8114.50    -3.98    17.68    19.80    26.04    11.49     1.00     1.00    86.19     1.27
 8114.67    -3.97    17.67    19.81    26.08    11.57     1.00     1.00    86.85     1.27
 8114.83    -3.95    17.67    19.82    26.14    11.65     1.00     1.00    87.56     1.27
 8115.00    -3.93    17.67    19.84    26.20    11.74     1.00     1.00    88.31     1.26
 8115.17    -3.97    17.67    19.86    26.26    11.83     1.00     1.00    89.10     1.26
 8115.33    -4.07    17.66    19.87    26.32    11.93     1.00     1.00    89.92     1.26
 8115.50    -4.16    17.65    19.88    26.38    12.03     1.00     1.00    90.76     1.26
 8115.67    -4.25    17.63    19.88    26.44    12.14     1.00     1.00    91.63     1.25
 8115.83    -4.34    17.61    19.88    26.49    12.25     1.00     1.00    92.50     1.25
 8116.00    -4.42    17.59    19.88    26.55    12.36     1.00     1.00    93.38     1.25
 8116.17    -4.47    17.57    19.88    26.60    12.47     1.00     1.00    94.25     1.25
 8116.33    -4.49    17.56    19.89    26.66    12.57     1.00     1.00    95.10     1.25
 8116.50    -4.51    17.55    19.89    26.72    12.68     1.00     1.00    95.92     1.24
 8116.67    -4.53    17.54    19.90    26.77    12.77     1.00     1.00    96.69     1.24
 8116.83    -4.55    17.53    19.92    26.83    12.87     1.00     1.00    97.41     1.24
 8117.00    -4.57    17.53    19.93    26.89    12.95     1.00     1.00    98.05     1.24
 8117.17    -4.62    17.52    19.94    26.93    13.03     1.00     1.00    98.63     1.24
 8117.33    -4.68    17.52    19.94    26.97    13.10     1.00     1.00    99.11     1.24
 8117.50    -4.75    17.50    19.94    27.00    13.16     1.00     1.00    99.49     1.23
 8117.67    -4.81    17.49    19.93    27.02    13.21     1.00     1.00    99.77     1.23
 8117.83    -4.87    17.47    19.93    27.03    13.24     1.00     1.00    99.94     1.23
 8118.00    -4.94    17.46    19.91    27.02    13.26     1.00     1.00   100.00     1.23
 8118.17    -5.01    17.44    19.89    27.01    13.27     1.00     1.00    99.94     1.23
 8118.33    -5.08    17.42    19.87    26.98    13.26     1.00     1.00    99.77     1.23
 8118.50    -5.15    17.39    19.84    26.95    13.24     1.00     1.00    99.50     1.23
 8118.67    -5.22    17.37    19.82    26.90    13.20     1.00     1.00    99.11     1.24
 8118.83    -5.28    17.35    19.78    26.84    13.15     1.00     1.00    98.63     1.24
 8119.00    -5.34    17.32    19.75    26.78    13.09     1.00     1.00    98.06     1.24
 8119.17    -5.37    17.30    19.71    26.70    13.02     1.00     1.00    97.42     1.24
 8119.33    -5.37    17.28    19.68    26.63    12.94     1.00     1.00    96.70     1.24
 8119.50    -5.36    17.26    19.64    26.55    12.85     1.00     1.00    95.93     1.24
 8119.67    -5.35    17.25    19.61    26.47    12.75     1.00     1.00    95.11     1.25
 8119.83    -5.34    17.24    19.58    26.39    12.65     1.00     1.00    94.26     1.25
 8120.00    -5.33    17.23    19.56    26.31    12.54     1.00     1.00    93.39     1.25
 8120.17    -5.23    17.23    19.53    26.23    12.43     1.00     1.00    92.52     1.25
 8120.33    -5.04    17.24    19.52    26.16    12.32     1.00     1.00    91.64     1.25
 8120.50    -4.83    17.27    19.53    26.11    12.20     1.00     1.00    90.78     1.26
 8120.67    -4.59    17.31    19.54    26.07    12.09     1.00     1.00    89.93     1.26
 8120.83    -4.33    17.36    19.57    26.05    11.98     1.00     1.00    89.11     1.26
 8121.00    -4.07    17.42    19.62    26.04    11.87     1.00     1.00    88.32     1.26
 8121.17    -3.96    17.48    19.66    26.03    11.77     1.00     1.00    87.57     1.27
 8121.33    -3.97    17.53    19.69    26.02    11.68     1.00     1.00    86.86     1.27
 8121.50    -3.94    17.57    19.72    26.01    11.60     1.00     1.00    86.20     1.27
 8121.67    -3.91    17.61    19.74    25.99    11.52     1.00     1.00    85.58     1.27
 8121.83    -3.89    17.64    19.76    25.97    11.45     1.00     1.00    85.00     1.27
 8122.00    -3.92    17.67    19.77    25.95    11.38     1.00     1.00    84.48     1.28
 8122.17    -3.93    17.69    19.78    25.93    11.32     1.00     1.00    83.99     1.28
 8122.33    -3.90    17.70    19.79    25.91    11.26     1.00     1.00    83.55     1.28
 8122.50    -3.92    17.71    19.79    25.88    11.21     1.00     1.00    83.15     1.28
 8122.67    -3.96    17.71    19.78    25.85    11.16     1.00     1.00    82.79     1.28
 8122.83    -3.98    17.71    19.77    25.82    11.12     1.00     1.00    82.46     1.28
 8123.00    -3.95    17.71    19.76    25.80    11.08     1.00     1.00    82.17     1.28
 8123.17    -3.89    17.72    19.76    25.78    11.04     1.00     1.00    81.91     1.29
 8123.33    -3.80    17.73    19.77    25.77    11.01     1.00     1.00    81.68     1.29
 8123.50    -3.69    17.76    19.79    25.77    10.98     1.00     1.00    81.48     1.29
 8123.67    -3.57    17.79    19.81    25.78    10.95     1.00     1.00    81.30     1.29
 8123.83    -3.22    17.84    19.86    25.81    10.92     1.00     1.00    81.14     1.29
 8124.00    -3.13    17.90    19.92    25.85    10.89     1.00     1.00    81.00     1.29
 8124.17    -3.06    17.96    19.97    25.90    10.87     1.00     1.00    80.88     1.29
 8124.33    -2.99    18.00    20.01    25.94    10.86     1.00     1.00    80.77     1.29
 8124.50    -2.95    18.04    20.05    25.97    10.85     1.00     1.00    80.68     1.29
 8124.67    -2.91    18.08    20.08    26.00    10.84     1.00     1.00    80.59     1.29
 8124.83    -2.86    18.11    20.11    26.02    10.83     1.00     1.00    80.52     1.29
 8125.00    -2.77    18.14    20.14    26.05    10.82     1.00     1.00    80.46     1.29
 8125.17    -2.66    18.17    20.19    26.08    10.81     1.00     1.00    80.41     1.29
 8125.33    -2.53    18.21    20.23    26.12    10.80     1.00     1.00    80.36     1.29
 8125.50    -2.38    18.26    20.27    26.16    10.79     1.00     1.00    80.32     1.29
 8125.67    -2.23    18.32    20.33    26.21    10.78     1.00     1.00    80.28     1.29
 8125.83    -2.08    18.38    20.38    26.27    10.78     1.00     1.00    80.25     1.29
 8126.00    -1.94    18.44    20.44    26.32    10.77     1.00     1.00    80.22     1.29
 8126.17    -1.82    18.50    20.50    26.38    10.77     1.00     1.00    80.20     1.29
 8126.33    -1.70    18.56    20.56    26.44    10.76     1.00     1.00    80.18     1.29
 8126.50    -1.58    18.61    20.62    26.50    10.76     1.00     1.00    80.16     1.29
 8126.67    -1.48    18.67    20.67    26.55    10.76     1.00     1.00    80.15     1.29
 8126.83    -1.38    18.72    20.73    26.60    10.76     1.00     1.00    80.13     1.29
 8127.00    -1.30    18.77    20.78    26.65    10.76     1.00     1.00    80.12     1.29
 8127.17    -1.22    18.82    20.82    26.70    10.76     1.00     1.00    80.11     1.29
 8127.33    -1.14    18.86    20.86    26.74    10.76     1.00     1.00    80.10     1.29
 8127.50    -1.09    18.90    20.90    26.78    10.76     1.00     1.00    80.09     1.29
 8127.67    -1.06    18.93    20.93    26.81    10.76     1.00     1.00    80.09     1.29
 8127.83    -1.06    18.95    20.96    26.84    10.76     1.00     1.00    80.08     1.29
 8128.00    -1.09    18.96    20.97    26.86    10.77     1.00     1.00    80.07     1.29
 8128.17    -1.15    18.97    20.98    26.87    10.77     1.00     1.00    80.07     1.29
 8128.33    -1.22    18.96    20.97    26.86    10.78     1.00     1.00    80.07     1.29
 8128.50    -1.31    18.94    20.96    26.85    10.78     1.00     1.00    80.06     1.29
 8128.67    -1.40    18.92    20.93    26.83    10.79     1.00     1.00    80.06     1.29
 8128.83    -1.49    18.89    20.90    26.80    10.79     1.00     1.00    80.06     1.29
 8129.00    -1.57    18.85    20.87    26.77    10.79     1.00     1.00    80.06     1.29
 8129.17    -1.65    18.82    20.84    26.73    10.79     1.00     1.00    80.05     1.29
 8129.33    -1.75    18.78    20.80    26.70    10.79     1.00     1.00    80.05     1.29
 8129.50    -1.84    18.75    20.77    26.66    10.80     1.00     1.00    80.05     1.29
 8129.67    -1.94    18.71    20.73    26.63    10.80     1.00     1.00    80.05     1.29
 8129.83    -2.04    18.67    20.69    26.59    10.80     1.00     1.00    80.05     1.29
 8130.00    -2.14    18.63    20.65    26.55    10.80     1.00     1.00    80.05     1.29
 8130.17    -2.23    18.59    20.61    26.51    10.80     1.00     1.00    80.05     1.29
 8130.33    -2.30    18.55    20.57    26.47    10.80     1.00     1.00    80.05     1.29
 8130.50    -2.37    18.52    20.53    26.43    10.80     1.00     1.00    80.05     1.29
 8130.67    -2.44    18.48    20.50    26.39    10.80     1.00     1.00    80.05     1.29
 8130.83    -2.51    18.45    20.46    26.36    10.80     1.00     1.00    80.05     1.29
 8131.00    -2.58    18.41    20.43    26.32    10.80     1.00     1.00    80.06     1.29
 8131.17    -2.65    18.38    20.39    26.29    10.80     1.00     1.00    80.06     1.29
 8131.33    -2.72    18.34    20.35    26.25    10.80     1.00     1.00    80.06     1.29
 8131.50    -2.80    18.31    20.31    26.21    10.80     1.00     1.00    80.06     1.29
 8131.67    -2.87    18.27    20.28    26.18    10.80     1.00     1.00    80.07     1.29
 8131.83    -2.94    18.24    20.24    26.14    10.80     1.00     1.00    80.07     1.29
 8132.00    -3.01    18.20    20.21    26.11    10.80     1.00     1.00    80.07     1.29
 8132.17    -3.10    18.17    20.17    26.07    10.80     1.00     1.00    80.08     1.29
 8132.33    -3.19    18.13    20.14    26.04    10.81     1.00     1.00    80.09     1.29
 8132.50    -3.28    18.10    20.10    26.00    10.81     1.00     1.00    80.09     1.29
 8132.67    -3.63    18.04    20.05    25.96    10.81     1.00     1.00    80.10     1.29
 8132.83    -3.73    17.98    19.99    25.90    10.82     1.00     1.00    80.11     1.29
 8133.00    -3.82    17.93    19.94    25.84    10.82     1.00     1.00    80.12     1.29
 8133.17    -3.91    17.88    19.89    25.79    10.82     1.00     1.00    80.13     1.29
 8133.33    -3.98    17.83    19.84    25.75    10.82     1.00     1.00    80.15     1.29
 8133.50    -4.05    17.79    19.80    25.71    10.82     1.00     1.00    80.16     1.29
 8133.67    -4.11    17.76    19.76    25.67    10.82     1.00     1.00    80.18     1.29
 8133.83    -4.18    17.72    19.73    25.63    10.82     1.00     1.00    80.20     1.29
 8134.00    -4.26    17.69    19.69    25.60    10.82     1.00     1.00    80.22     1.29
 8134.17    -4.34    17.65    19.66    25.57    10.83     1.00     1.00    80.25     1.29
 8134.33    -4.41    17.62    19.63    25.53    10.83     1.00     1.00    80.28     1.29
 8134.50    -4.49    17.58    19.59    25.50    10.84     1.00     1.00    80.32     1.29
 8134.67    -4.57    17.55    19.56    25.47    10.84     1.00     1.00    80.36     1.29
 8134.83    -4.64    17.52    19.52    25.44    10.85     1.00     1.00    80.41     1.29
 8135.00    -4.72    17.48    19.49    25.41    10.85     1.00     1.00    80.46     1.29
 8135.17    -4.78    17.45    19.46    25.38    10.86     1.00     1.00    80.52     1.29
 8135.33    -4.82    17.42    19.43    25.35    10.87     1.00     1.00    80.59     1.29
 8135.50    -4.86    17.39    19.40    25.33    10.87     1.00     1.00    80.68     1.29
 8135.67    -4.91    17.36    19.38    25.31    10.88     1.00     1.00    80.77     1.29
 8135.83    -4.95    17.34    19.35    25.29    10.90     1.00     1.00    80.88     1.29
 8136.00    -4.99    17.31    19.33    25.28    10.91     1.00     1.00    81.00     1.29
 8136.17    -5.05    17.29    19.31    25.26    10.92     1.00     1.00    81.14     1.29
 8136.33    -5.12    17.26    19.29    25.25    10.94     1.00     1.00    81.30     1.29
 8136.50    -5.20    17.23    19.26    25.23    10.96     1.00     1.00    81.48     1.29
 8136.67    -5.27    17.20    19.24    25.22    10.99     1.00     1.00    81.68     1.29
 8136.83    -5.35    17.17    19.21    25.21    11.01     1.00     1.00    81.91     1.29
 8137.00    -5.42    17.14    19.19    25.20    11.04     1.00     1.00    82.17     1.28
 8137.17    -5.48    17.11    19.16    25.19    11.08     1.00     1.00    82.46     1.28
 8137.33    -5.52    17.09    19.14    25.19    11.11     1.00     1.00    82.78     1.28
 8137.50    -5.56    17.06    19.12    25.19    11.15     1.00     1.00    83.14     1.28
 8137.67    -5.61    17.04    19.11    25.19    11.20     1.00     1.00    83.54     1.28
 8137.83    -5.65    17.01    19.09    25.20    11.25     1.00     1.00    83.98     1.28
 8138.00    -5.70    16.99    19.08    25.22    11.30     1.00     1.00    84.47     1.28
 8138.17    -5.77    16.97    19.07    25.24    11.36     1.00     1.00    85.00     1.27
 8138.33    -5.88    16.94    19.06    25.26    11.43     1.00     1.00    85.57     1.27
 8138.50    -5.99    16.91    19.04    25.28    11.51     1.00     1.00    86.19     1.27
 8138.67    -6.09    16.88    19.02    25.30    11.59     1.00     1.00    86.85     1.27
 8138.83    -6.19    16.84    19.00    25.32    11.67     1.00     1.00    87.56     1.27
 8139.00    -6.27    16.81    18.99    25.35    11.76     1.00     1.00    88.31     1.26
 8139.17    -6.32    16.78    18.97    25.38    11.85     1.00     1.00    89.10     1.26
 8139.33    -6.37    16.76    18.97    25.42    11.95     1.00     1.00    89.92     1.26
 8139.50    -6.43    16.74    18.96    25.47    12.05     1.00     1.00    90.76     1.26
 8139.67    -6.48    16.72    18.96    25.52    12.15     1.00     1.00    91.63     1.25
 8139.83    -6.53    16.70    18.97    25.57    12.26     1.00     1.00    92.50     1.25
 8140.00    -6.58    16.68    18.97    25.63    12.37     1.00     1.00    93.38     1.25
 8140.17    -6.63    16.67    18.97    25.69    12.47     1.00     1.00    94.25     1.25
 8140.33    -6.66    16.65    18.98    25.74    12.58     1.00     1.00    95.10     1.25
 8140.50    -6.70    16.64    18.99    25.80    12.68     1.00     1.00    95.92     1.24
 8140.67    -6.74    16.63    18.99    25.86    12.78     1.00     1.00    96.69     1.24
 8140.83    -6.78    16.62    19.00    25.91    12.88     1.00     1.00    97.41     1.24
 8141.00    -6.82    16.61    19.01    25.96    12.96     1.00     1.00    98.05     1.24
 8141.17    -6.86    16.60    19.01    26.00    13.04     1.00     1.00    98.63     1.24
 8141.33    -6.92    16.59    19.01    26.04    13.11     1.00     1.00    99.11     1.24
 8141.50    -6.96    16.57    19.01    26.07    13.17     1.00     1.00    99.49     1.23
 8141.67    -7.01    16.56    19.00    26.08    13.21     1.00     1.00    99.77     1.23
 8141.83    -7.05    16.55    19.00    26.09    13.25     1.00     1.00    99.94     1.23
 8142.00    -7.09    16.53    18.99    26.09    13.26     1.00     1.00   100.00     1.23
 8142.17    -7.11    16.52    18.97    26.08    13.27     1.00     1.00    99.94     1.23
 8142.33    -7.12    16.51    18.96    26.06    13.26     1.00     1.00    99.77     1.23
 8142.50    -7.12    16.50    18.95    26.04    13.24     1.00     1.00    99.50     1.23
 8142.67    -7.12    16.49    18.93    26.00    13.20     1.00     1.00    99.11     1.24
 8142.83    -7.12    16.48    18.91    25.96    13.15     1.00     1.00    98.63     1.24
 8143.00    -7.12    16.47    18.90    25.91    13.09     1.00     1.00    98.06     1.24
 8143.17    -7.12    16.47    18.87    25.86    13.02     1.00     1.00    97.42     1.24
 8143.33    -7.14    16.46    18.85    25.79    12.94     1.00     1.00    96.70     1.24
 8143.50    -7.17    16.44    18.82    25.72    12.85     1.00     1.00    95.93     1.24
 8143.67    -7.18    16.43    18.79    25.64    12.75     1.00     1.00    95.11     1.25
 8143.83    -7.13    16.42    18.76    25.56    12.65     1.00     1.00    94.26     1.25
 8144.00    -7.00    16.42    18.74    25.48    12.54     1.00     1.00    93.39     1.25
 8144.17    -6.84    16.43    18.73    25.42    12.43     1.00     1.00    92.52     1.25
 8144.33    -6.67    16.46    18.74    25.37    12.31     1.00     1.00    91.64     1.25
 8144.50    -6.46    16.51    18.76    25.33    12.20     1.00     1.00    90.78     1.26
 8144.67    -6.24    16.56    18.79    25.31    12.08     1.00     1.00    89.93     1.26
 8144.83    -6.01    16.63    18.84    25.30    11.97     1.00     1.00    89.11     1.26
 8145.00    -5.80    16.70    18.89    25.30    11.87     1.00     1.00    88.32     1.26
 8145.17    -5.62    16.78    18.95    25.31    11.77     1.00     1.00    87.57     1.27
 8145.33    -5.45    16.85    19.01    25.33    11.67     1.00     1.00    86.86     1.27
 8145.50    -5.28    16.93    19.07    25.34    11.59     1.00     1.00    86.20     1.27
 8145.67    -5.11    17.00    19.13    25.36    11.50     1.00     1.00    85.58     1.27
 8145.83    -4.95    17.08    19.19    25.38    11.43     1.00     1.00    85.00     1.27
 8146.00    -4.78    17.15    19.25    25.41    11.36     1.00     1.00    84.48     1.28
 8146.17    -4.63    17.22    19.31    25.44    11.29     1.00     1.00    83.99     1.28
 8146.33    -4.46    17.30    19.37    25.47    11.23     1.00     1.00    83.55     1.28
 8146.50    -4.29    17.37    19.44    25.51    11.18     1.00     1.00    83.15     1.28
 8146.67    -4.13    17.45    19.50    25.55    11.13     1.00     1.00    82.79     1.28
 8146.83    -3.97    17.52    19.57    25.60    11.08     1.00     1.00    82.46     1.28
 8147.00    -3.82    17.60    19.64    25.65    11.04     1.00     1.00    82.17     1.28
 8147.17    -3.39    17.69    19.72    25.71    11.00     1.00     1.00    81.91     1.29
 8147.33    -3.20    17.79    19.81    25.79    10.96     1.00     1.00    81.68     1.29
 8147.50    -3.03    17.88    19.90    25.86    10.93     1.00     1.00    81.48     1.29
 8147.67    -2.87    17.97    19.99    25.94    10.91     1.00     1.00    81.30     1.29
 8147.83    -2.72    18.06    20.07    26.01    10.89     1.00     1.00    81.14     1.29
 8148.00    -2.59    18.14    20.15    26.08    10.87     1.00     1.00    81.00     1.29
 8148.17    -2.47    18.21    20.23    26.15    10.85     1.00     1.00    80.88     1.29
 8148.33    -2.34    18.28    20.30    26.21    10.84     1.00     1.00    80.77     1.29
 8148.50    -2.23    18.35    20.36    26.27    10.83     1.00     1.00    80.68     1.29
 8148.67    -2.13    18.41    20.42    26.33    10.82     1.00     1.00    80.59     1.29
 8148.83    -2.03    18.46    20.48    26.38    10.81     1.00     1.00    80.52     1.29
 8149.00    -1.94    18.52    20.53    26.43    10.81     1.00     1.00    80.46     1.29
 8149.17    -1.83    18.57    20.58    26.48    10.80     1.00     1.00    80.41     1.29
 8149.33    -1.71    18.62    20.64    26.53    10.79     1.00     1.00    80.36     1.29
 8149.50    -1.60    18.68    20.69    26.58    10.79     1.00     1.00    80.32     1.29
 8149.67    -1.48    18.73    20.74    26.63    10.78     1.00     1.00    80.28     1.29
 8149.83    -1.38    18.78    20.79    26.68    10.78     1.00     1.00    80.25     1.29
 8150.00    -1.28    18.83    20.84    26.72    10.77     1.00     1.00    80.22     1.29
 8150.17    -1.19    18.88    20.89    26.77    10.77     1.00     1.00    80.20     1.29
 8150.33    -1.13    18.92    20.93    26.81    10.77     1.00     1.00    80.18     1.29
 8150.50    -1.10    18.96    20.97    26.85    10.77     1.00     1.00    80.16     1.29
 8150.67    -1.09    18.99    21.00    26.88    10.77     1.00     1.00    80.15     1.29
 8150.83    -1.10    19.01    21.02    26.91    10.77     1.00     1.00    80.13     1.29
 8151.00    -1.13    19.02    21.03    26.92    10.78     1.00     1.00    80.12     1.29
 8151.17    -1.16    19.03    21.04    26.93    10.78     1.00     1.00    80.11     1.29
 8151.33    -1.19    19.03    21.04    26.93    10.78     1.00     1.00    80.10     1.29
 8151.50    -1.25    19.02    21.03    26.93    10.78     1.00     1.00    80.09     1.29
 8151.67    -1.32    19.00    21.02    26.91    10.79     1.00     1.00    80.09     1.29
 8151.83    -1.42    18.98    21.00    26.89    10.79     1.00     1.00    80.08     1.29
 8152.00    -1.53    18.95    20.97    26.87    10.79     1.00     1.00    80.07     1.29
 8152.17    -1.65    18.91    20.93    26.83    10.80     1.00     1.00    80.07     1.29
 8152.33    -1.82    18.86    20.88    26.78    10.80     1.00     1.00    80.07     1.29
 8152.50    -2.01    18.80    20.83    26.73    10.81     1.00     1.00    80.06     1.29
 8152.67    -2.20    18.74    20.76    26.67    10.81     1.00     1.00    80.06     1.29
 8152.83    -2.37    18.66    20.69    26.59    10.81     1.00     1.00    80.06     1.29
 8153.00    -2.49    18.59    20.61    26.52    10.82     1.00     1.00    80.06     1.29
 8153.17    -2.55    18.53    20.55    26.46    10.81     1.00     1.00    80.05     1.29
 8153.33    -2.62    18.48    20.50    26.40    10.81     1.00     1.00    80.05     1.29
